scene_id,variant,seed,source_kind,error_mode,scenario_sha256,N,K,T,T_over_K,move_m,localization_move,n_measure,n_clear,n_clear_ok,n_optical_fallback,n_cover_visited,failure,all_certified,n_probe,n_replan,planner_wall_s,wall_s,discovery_measure,discovery_no_signal,refine_measure,refine_no_signal,measure_s,clear_s,movement_s,after_last_clear_s,failed_clears,switches,accounting_residual_s,full_success,certificate_max_distance_m,certificate_hull_margin_m,event_sha256,delta_T,delta_T_over_K,delta_move_m,delta_movement_s,delta_n_measure,delta_discovery_measure,delta_refine_measure,delta_discovery_no_signal,delta_refine_no_signal,delta_failed_clears,delta_n_clear,delta_n_optical_fallback,delta_measure_s,delta_clear_s,delta_after_last_clear_s,delta_switches
omni_endpoint_10043,proxy_reuse_early_compact,10043,omni,endpoint,6d97e1ced3f9f69d364c6b15f3ac86640d15684d438fa34866e639de08ced8ab,13,13,5905.787065535121,454.2913127334708,21453.93532767559,8356.828562198898,257,21,13,0,25,,True,12,53,0.9633737000403926,1.0149527000030505,233,220,24,0,1526.000000000002,89.00000000000048,4290.787065535118,0.0,8,241,2.7284841053187847e-12,True,943.0121947375768,2.074856830987301,59b75035489d606aeea0f5d049e0553c25e9fd30878913f12acf6964abac4768,-461.32905507842315,-35.48685039064799,-3121.6452753921367,-624.3290550784277,24,33,-9,33,0,2,2,0,157.0000000000016,6.000000000000881,0.0,37
omni_endpoint_10044,proxy_reuse_early_compact,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6363.862253530482,636.3862253530482,22374.31126765242,6438.810424190267,307,15,10,0,25,,True,9,47,0.9566156999499072,1.0179361999907997,290,280,17,0,1824.0,64.99999999999889,4474.862253530484,871.144782985747,5,289,-1.8189894035458565e-12,True,943.0121947375768,2.074856830987301,0678a50555facc32c1a825aa241a8f1ae198cf7cb188efd1859f486dcd608292,-46.78064878424084,-4.678064878424152,156.09675607881218,31.21935121576007,-15,-4,-11,-4,0,2,2,0,-84.00000000000159,5.999999999998785,511.62451244389285,-9
omni_endpoint_10045,proxy_reuse_early_compact,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6011.788914558874,546.5262649598976,21228.94457279437,7066.243308723585,285,18,11,0,25,,True,10,55,1.0862894999154378,1.151933499990264,261,250,24,1,1689.999999999999,75.99999999999962,4245.788914558875,429.4299204917779,7,265,-9.094947017729282e-13,True,943.0121947375768,2.074856830987301,d04f766dab65ec62527c4cc16ddc45e28af27bbdb79e9078893b44d2bc1cf3ae,-492.4876972053262,-44.77160883684792,-2747.438486026629,-549.4876972053253,6,16,-10,16,1,4,4,0,44.999999999999545,11.999999999999233,-166.07537903830234,15
omni_endpoint_10046,proxy_reuse_early_compact,10046,omni,endpoint,79f7e4c5109f4fc62342f1341a6596538f64f5bd86e280c506b0e366e79c0f88,13,13,5998.864465307836,461.4511127159874,22259.322326539183,8758.620034611886,246,20,13,0,25,,True,13,55,0.7787562999292277,0.8194755000004079,220,207,26,0,1460.9999999999995,86.00000000000033,4451.864465307837,539.1090299254611,7,231,0.0,True,943.0121947375768,2.074856830987301,6994536283171e8cb0b5ea7e1f4c984fd4d06d95a4515034782aae45714569e5,-194.95427827745607,-14.99648294441971,-174.77139138726852,-34.95427827745516,-29,-20,-9,-20,0,2,2,0,-166.00000000000182,5.999999999999957,306.5456243395838,-21
omni_endpoint_10047,proxy_reuse_early_compact,10047,omni,endpoint,b56dbc303f1288471a17c35bfe0bf3493c4dd101890b023fed58842676632efa,10,10,6430.520188178543,643.0520188178543,21912.600940892717,6464.834901972932,333,15,10,0,25,,True,13,48,0.6136401999974623,0.6641839999938384,310,300,23,0,1983.000000000001,65.00000000000026,4382.5201881785415,236.67644673412175,5,318,9.094947017729282e-13,True,943.0121947375768,2.074856830987301,3c737efc08bf39deff0fea04e691941313efb5161d705ffae9dfa0f0a5fc1288,38.74155220036573,3.8741552200365277,308.70776100182775,61.74155220036573,-5,-3,-2,-3,0,2,2,0,-29.0,6.000000000000355,123.42589919702002,-4
omni_endpoint_10048,proxy_reuse_early_compact,10048,omni,endpoint,4c50ac247c4fc67b979d000e47f11c381b6c4219cdefb1832d884a99908a8ccb,16,16,5051.271674530067,315.7044796581292,19051.35837265034,10871.6921057051,191,26,16,0,16,,True,9,68,1.4905189000128305,1.5462091999943368,155,139,36,0,1130.999999999999,110.00000000000064,3810.271674530067,0.0,10,176,-9.094947017729282e-13,True,943.0121947375768,2.074856830987301,697e8e919a9ac0c90a854174c896a13ddabc06641debe4f426d08be97552c508,-609.4841562040956,-38.092759762755975,-3382.420781020468,-676.4841562040965,9,17,-8,17,0,2,2,0,61.00000000000023,5.999999999999957,0.0,16
omni_endpoint_10049,proxy_reuse_early_compact,10049,omni,endpoint,279fcda7f4ad8defaed0f87fdc5ae5f906b65c7d4ea637c7ac82914bdd4330f3,11,11,6113.718163559522,555.7925603235929,21163.590817797613,7366.522315361953,305,16,11,0,25,,True,12,48,0.653565199841978,0.7017791999969631,283,272,22,0,1811.0,69.99999999999895,4232.7181635595225,277.5483623341479,5,286,-9.094947017729282e-13,True,943.0121947375768,2.074856830987301,1e117138f07f2d4f11ae24bf3de9634f143718d1acb7ead9455cbad645566908,-324.49834994888806,-29.49984999535343,-1677.4917497444403,-335.49834994888624,2,6,-4,6,0,-1,-1,0,13.999999999999773,-3.000000000000938,-235.5520792007719,4
boundary_endpoint_10000,proxy_reuse_early_compact,10000,boundary,endpoint,29d6b3d37c5fc681b77aa29d8539a5fc5b472e8c48e32671c2202bca886c727e,11,11,7285.518821014773,662.3198928195249,23652.594105073866,4979.752611505306,420,14,11,0,25,,True,0,58,0.9889903999282978,1.0510205999889877,400,389,20,7,2490.999999999998,64.00000000000101,4730.518821014775,0.0,3,391,0.0,True,943.0121947375768,2.074856830987301,c6064cc4e9c5c6e130d1f768f2e3115057d7f77f80a8450904f6f3eb8b78381d,242.21411029401133,22.01946457218287,1201.0705514700458,240.21411029401133,1,1,0,1,2,0,0,0,2.000000000001819,4.263256414560601e-14,0.0,-3
boundary_endpoint_10001,proxy_reuse_early_compact,10001,boundary,endpoint,f342f722e6827ac4ce1fc8253788ed541a917928eed2e07fbe84bbace64ab1e5,13,13,8249.977294956076,634.6136380735443,28974.88647478037,12748.99174858849,402,18,13,0,25,,True,1,73,0.8328824999916833,0.8712558999832254,369,356,33,16,2374.9999999999973,80.00000000000131,5794.977294956076,0.0,5,365,0.0,True,943.0121947375768,2.074856830987301,fd7ea07cf5bd7089b325f3bba47039e42f8e05e4f466b0a504984cc2ed6f5053,-9.206834352340593,-0.7082180271031575,-31.034171761701145,-6.206834352338774,0,0,0,0,1,0,0,0,-3.000000000003638,7.389644451905042e-13,0.0,-3
boundary_endpoint_10002,proxy_reuse_early_compact,10002,boundary,endpoint,7921c2f804071bb308a277bdee7f18e180288a14749c1651fa200c99eb8025a2,16,16,8172.282228054757,510.7676392534223,29311.41114027379,11591.570759466167,376,18,16,0,25,,True,4,74,1.3399683999887202,1.409322699997574,339,323,37,19,2224.000000000001,86.00000000000058,5862.282228054759,0.0,2,344,-9.094947017729282e-13,True,943.0121947375768,2.074856830987301,0eff4519e8dd9c3429f667ef0f53f716c7986e5c2beefd8d3c1e6d7698243b5e,334.3048953855032,20.894055961593892,1536.5244769275268,307.3048953855059,5,2,3,2,3,0,0,0,26.999999999999545,2.7000623958883807e-13,0.0,2
boundary_endpoint_10003,proxy_reuse_early_compact,10003,boundary,endpoint,e1a745cdf750bbddc7219989581becf4374e4cd5f9a50cd69644d17c175585fd,12,12,7597.674779058454,633.1395649215378,24803.37389529229,7507.912643027181,432,17,12,0,25,,True,1,66,0.9217791000555736,0.9783161999948788,406,394,26,9,2561.999999999998,74.99999999999828,4960.674779058457,0.0,5,402,-3.637978807091713e-12,True,943.0121947375768,2.074856830987301,dbb6d766e8876cc3287f4e3b84a772f18c9d863d200c815fe6210760588b1e77,-206.94774848179895,-17.245645706816617,-1024.7387424089793,-204.94774848179804,0,0,0,0,0,0,0,0,-2.0000000000009095,-1.2931877790833823e-12,0.0,-2
boundary_endpoint_10004,proxy_reuse_early_compact,10004,boundary,endpoint,00e191d8fe5f810aab1a63367065c2b17f4f6dafc90f348f4f9bb55c85e40a99,12,12,7665.886871568473,638.8239059640395,27044.43435784238,8744.519699927481,371,12,12,0,25,,True,2,58,0.6784601998515427,0.7241964999993797,346,334,25,13,2196.999999999998,59.999999999999154,5408.886871568473,0.0,0,342,-2.7284841053187847e-12,True,943.0121947375768,2.074856830987301,e133c4793899a99336512fcdeaae319a7e82b3f405b1b64d71922d6bac4d8c77,275.49653841609324,22.958044868007846,1397.482692080459,279.4965384160914,1,-2,3,-2,5,-3,-3,0,5.000000000000455,-8.99999999999995,0.0,0
boundary_endpoint_10005,proxy_reuse_early_compact,10005,boundary,endpoint,826f1cd6ac7336230c87e154cc507c61656da9032de1a87fa13387b9d336baa3,12,12,8086.274163583011,673.8561802985843,29356.370817915056,10724.28598080799,362,14,12,0,25,,True,3,58,0.6810896999377292,0.732517900003586,338,326,24,12,2149.0,66.00000000000084,5871.274163583012,0.0,2,339,-9.094947017729282e-13,True,943.0121947375768,2.074856830987301,18cb4ae05b8fed1071bfd282d51bb96a94c626910ccd9218afd8b407cb9501f3,875.1866917716125,72.93222431430104,4240.933458858057,848.1866917716134,4,1,3,1,4,0,0,0,27.00000000000182,-4.689582056016661e-13,-287.7025471067218,7
boundary_endpoint_10006,proxy_reuse_early_compact,10006,boundary,endpoint,dcc9a3894d5b829482b5640b13c3fca1c351734e4fb420da667070b757546287,12,12,7085.456102129699,590.4546751774749,24372.280510648485,7206.714437872646,362,14,12,0,25,,True,2,61,0.7590229001070838,0.8031197999953292,337,325,25,11,2145.0000000000027,65.99999999999986,4874.456102129698,336.2155024760259,2,335,1.8189894035458565e-12,True,943.0121947375768,2.074856830987301,77485cf62c45d6a657f7e87a9c370e0c797cb4fa84f31fa8c5f23014944b4f3b,-605.5615762925618,-50.46346469104685,-2802.807881462799,-560.5615762925609,-8,-7,-1,-7,-1,0,0,0,-44.999999999997726,-2.3305801732931286e-12,336.2155024760259,-5
boundary_endpoint_10007,proxy_reuse_early_compact,10007,boundary,endpoint,6defee4e0aacc052ed93820f8ec3d1e22041ca35f2791f0a32644afff28bb1d6,11,11,7668.1589820268655,697.1053620024423,26185.794910134347,8752.195707340199,400,14,11,0,25,,True,2,62,0.8803786001226399,0.933956399996532,373,362,27,13,2366.999999999998,63.99999999999891,5237.158982026868,0.0,3,367,-3.637978807091713e-12,True,943.0121947375768,2.074856830987301,65606f08d11823bac559906f859156e3263d6e60e9537eea41e6efaff7a7bc18,11.09821350659513,1.008928500599609,-49.50893246701162,-9.901786493402142,4,0,4,0,5,0,0,0,20.999999999997726,-5.684341886080801e-13,0.0,1
boundary_endpoint_10008,proxy_reuse_early_compact,10008,boundary,endpoint,b78123c03b50d3a61a8686436479c5f84d92e1cd9f445c7ca9383437d9063377,13,13,7030.654648776895,540.8195883674534,24643.27324388448,6271.285484032882,344,14,13,0,25,,True,2,59,0.6780436999979429,0.7209322999988217,321,308,23,10,2033.9999999999989,68.00000000000084,4928.654648776895,0.0,1,314,-9.094947017729282e-13,True,943.0121947375768,2.074856830987301,faf4c8bb69d9799b1a876511cdbf1b4f29ee138de355e1bdac7fd927deeb133f,34.86771346579371,2.68213180506109,49.3385673289813,9.867713465795532,5,1,4,1,4,0,0,0,24.999999999997954,2.2737367544323206e-13,0.0,0
boundary_endpoint_10009,proxy_reuse_early_compact,10009,boundary,endpoint,ef1fc72dbc261b9ba8e52b78d62f1906b2c62a2bfd19e4b1529a24375ca36455,15,15,8236.148709349596,549.0765806233064,30240.74354674797,12702.23156372261,354,23,15,0,25,,True,1,80,1.2760326001152862,1.360307399998419,320,305,34,15,2089.0000000000023,98.9999999999994,6048.148709349594,250.32341651892784,8,319,1.8189894035458565e-12,True,943.0121947375768,2.074856830987301,7e75909e30cd5205aa967ae84d2a099ee6b67a57ecd2da6d2b098d78fb99a772,231.34301489775225,15.422867659850112,906.7150744887658,181.34301489775044,8,9,-1,9,3,3,3,0,41.000000000001364,8.999999999998195,250.32341651892784,1
boundary_endpoint_10010,proxy_reuse_early_compact,10010,boundary,endpoint,01414ad6ac502408905c6566998a7deb8c2b6f7f232843d3bee7bf14207965f7,14,14,8210.897006471761,586.4926433194115,30019.485032358803,11838.093860611416,361,15,14,0,25,,True,4,64,1.4835424999182578,1.556904700002633,332,318,29,15,2134.000000000002,73.00000000000031,6003.897006471758,499.9013860846089,1,329,0.0,True,943.0121947375768,2.074856830987301,ba9c4db2978841bf85408a9dc8df04163dee9173bbe2ee2bb192b87994c30290,585.9849328497057,41.85606663212184,2724.9246642485195,544.9849328497012,8,8,0,8,3,0,0,0,41.00000000000182,9.521272659185342e-13,499.9013860846089,1
boundary_endpoint_10011,proxy_reuse_early_compact,10011,boundary,endpoint,c63e4e14a17a60d9a561d1f1013b7f006812d5cfdae07d509f5c685dbccafc40,15,15,8140.580087901678,542.7053391934452,28412.9004395084,11218.771268828254,401,20,15,0,25,,True,1,78,1.2293528997979593,1.292528099991614,366,351,35,15,2367.9999999999977,90.00000000000145,5682.580087901679,0.0,5,363,-1.8189894035458565e-12,True,943.0121947375768,2.074856830987301,f764f691a79964772ee20e819272bb1271470474a09751b39a78728ed7ad3226,109.1614930637952,7.277432870919711,395.8074653190015,79.16149306379612,5,2,3,2,6,1,1,0,26.999999999997726,2.9999999999990052,0.0,2
boundary_endpoint_10012,proxy_reuse_early_compact,10012,boundary,endpoint,514a45061ccb0d9cea07443691ebe52d07e6b58b585ecfc7b35b971584d5e724,13,13,8201.143702195703,630.8572078612079,29150.71851097849,11931.856049231244,388,17,13,0,25,,True,2,72,1.1937727999466006,1.2585656000010204,354,341,34,17,2294.000000000002,77.00000000000082,5830.143702195702,689.2273943456139,4,354,3.637978807091713e-12,True,943.0121947375768,2.074856830987301,458b24299c4f1c78c492198746928079d84341590099c549e4a70e11acf928a2,-65.82428029524999,-5.063406176557692,860.8785985237228,172.17571970475092,-40,-45,5,-45,5,1,1,0,-240.99999999999818,3.0000000000008242,689.2273943456139,-41
boundary_endpoint_10013,proxy_reuse_early_compact,10013,boundary,endpoint,c2aa77de667ad21d04e07d108bd976b9cb50f2aade9646ae76e9480a91e0394e,13,13,7939.3565448326035,610.7197342178926,26976.782724163026,9661.88721924767,416,17,13,0,25,,True,2,63,0.998285800073063,1.0557049000053669,392,379,24,10,2466.9999999999973,76.99999999999982,5395.356544832604,0.0,4,387,-1.8189894035458565e-12,True,943.0121947375768,2.074856830987301,31bcd82f62be46f2113eb1f807bff232e0eeb53f282fe39bc3b41a6aa566110f,-315.28195866122496,-24.252458358555828,-1561.4097933061166,-312.2819586612268,1,10,-9,10,1,-3,-3,0,5.999999999999545,-9.000000000001037,0.0,1
boundary_endpoint_10014,proxy_reuse_early_compact,10014,boundary,endpoint,6a64f3f89cf3329d533163c38904facbb06c75fca79ff115423a7c86620626c1,11,11,7313.461814129804,664.8601649208913,25402.309070649037,7179.996009736328,368,11,11,0,25,,True,1,53,0.8064942999335472,0.8695596999896225,348,337,20,10,2178.0000000000005,54.99999999999894,5080.461814129806,0.0,0,338,-2.7284841053187847e-12,True,943.0121947375768,2.074856830987301,5386d3258a8d9d265fd791466d6bf758d36f2ef57f2caac9984c604db61083f8,369.21289063514723,33.56480823955883,1721.0644531757462,344.21289063514905,5,3,2,3,3,-1,-1,0,28.000000000000455,-3.0000000000000355,0.0,3
boundary_endpoint_10015,proxy_reuse_early_compact,10015,boundary,endpoint,e1534e5f35d2b8aacb022ba332055da074b7219df6b93e3b0f48d4da3846190a,16,16,7945.722029293311,496.6076268308319,28753.61014646657,11897.48890222271,357,22,16,0,25,,True,1,87,1.8559328000119424,1.9240025999897623,315,299,42,20,2096.999999999998,97.99999999999896,5750.722029293312,0.0,6,312,-3.637978807091713e-12,True,943.0121947375768,2.074856830987301,5ef4a12fc2b72947319b977eecad9d07e1c5418f6bf81db8bc554b1d6e42bd07,485.79288341968004,30.362055213730002,1178.9644170984102,235.79288341968004,42,35,7,35,5,3,3,0,240.99999999999818,8.999999999999417,0.0,31
boundary_endpoint_10016,proxy_reuse_early_compact,10016,boundary,endpoint,39e426cd982651d87fd9df72c4f7c21677509c775ae1f9bb4dfd3a8f8ad2884a,14,14,8830.238612059708,630.7313294328362,31781.19306029855,14081.467752806446,403,19,14,0,25,,True,4,69,1.5805517999688163,1.656946400005836,373,359,30,14,2388.999999999998,84.99999999999926,6356.238612059709,0.0,5,374,-1.8189894035458565e-12,True,943.0121947375768,2.074856830987301,ee72bd433c0dee814ba9168e08a112ced4a11ddc79093e274955652b845beaa3,1587.1915457481919,113.37082469629934,7740.957728740963,1548.1915457481919,6,-2,8,-2,9,2,2,0,32.999999999998636,6.00000000000054,0.0,3
boundary_endpoint_10017,proxy_reuse_early_compact,10017,boundary,endpoint,c798c8e032140ef21df216b2af38129ea1f7211efe2f2e6b03376758ada8b9b2,16,16,8035.266489133595,502.2041555708497,28106.332445667977,12291.527781829647,392,22,16,0,25,,True,1,82,1.4427679001819342,1.5061127000080887,353,337,39,19,2315.9999999999955,98.00000000000128,5621.266489133594,0.0,6,356,0.0,True,943.0121947375768,2.074856830987301,962b0a9ba30b3fa5935a6aa72f9fc5c74efc2f46d239ab9ff69698ee69c57898,481.4357153171886,30.08973220732429,2247.178576585924,449.4357153171859,4,1,3,1,2,5,5,0,17.0,15.000000000000995,0.0,-3
boundary_endpoint_10018,proxy_reuse_early_compact,10018,boundary,endpoint,e238bb914333235100d6903160ad45631425c06a38d17addc82e962a580c7e3b,14,14,8400.509567265792,600.0363976618422,29182.54783632897,10877.429349387172,420,18,14,0,25,,True,1,77,1.2591066000168212,1.3278349000029266,384,370,36,19,2481.999999999998,81.99999999999875,5836.509567265794,0.0,4,382,-1.8189894035458565e-12,True,943.0121947375768,2.074856830987301,743e2433a639f97f385a47e08e156b9c4b07bc0b22555932c7eaf11b2ce24ff0,209.2888273642784,14.949201954591217,1071.4441368213884,214.2888273642784,-2,0,-2,0,1,2,2,0,-10.99999999999909,5.999999999999886,0.0,-1
boundary_endpoint_10019,proxy_reuse_early_compact,10019,boundary,endpoint,d443d957d23c618c6d35101a5d974c6cac497552ec9383c9e3f61bbdfbf12e3f,14,14,8613.064350271856,615.2188821622755,30880.321751359297,12556.025131281727,397,19,14,0,25,,True,4,67,1.0592078999616206,1.1266524999809917,369,355,28,10,2351.9999999999995,84.9999999999986,6176.064350271858,0.0,5,367,-3.637978807091713e-12,True,943.0121947375768,2.074856830987301,ca21133e1306055a696e669adf02170756943c0ae50bd804377d64c85c3df4e5,595.0473982298381,42.50338558784563,2940.236991149217,588.0473982298372,1,0,1,0,2,2,2,0,0.9999999999972715,5.999999999998593,0.0,-4
boundary_endpoint_10020,proxy_reuse_early_compact,10020,boundary,endpoint,c1067e779281796def289ecbcf725ee66e7689316f94c96d53b1ff118af15a45,10,10,7633.461901654223,763.3461901654223,25317.30950827112,6556.314126594609,422,15,10,0,25,,True,0,56,0.8110410999215674,0.8852005999942776,405,395,17,5,2505.0000000000027,64.99999999999815,5063.461901654222,701.2448539501565,5,395,-9.094947017729282e-13,True,943.0121947375768,2.074856830987301,e87f227b42330655dc4a7a13e5dfe875f1449fa9b4211c236914fa316077984c,262.69596431315676,26.269596431315676,1213.4798215657902,242.69596431315586,4,3,1,3,3,0,0,0,20.000000000003638,-2.8137492336099967e-12,-11.396177421815992,0
boundary_endpoint_10021,proxy_reuse_early_compact,10021,boundary,endpoint,4b152202153cea55117ce1d79d6c8f2962e2f4f37ed5deec7c3cc4e23c652666,11,11,8026.809609915582,729.7099645377801,28804.048049577897,9118.853876809151,373,13,11,0,25,,True,3,63,1.5113626999373082,1.5890137999958824,344,333,29,16,2205.000000000002,61.0000000000006,5760.809609915581,0.0,2,340,2.7284841053187847e-12,True,943.0121947375768,2.074856830987301,759f6bf6c73c879cd4524fcefc549d672b2b0dafaf1ae00ffd9d183b627cf5e6,750.6711816667657,68.24283469697866,3663.3559083338187,732.6711816667657,3,2,1,2,1,0,0,0,18.00000000000273,5.115907697472721e-13,-468.45335563882327,3
boundary_endpoint_10022,proxy_reuse_early_compact,10022,boundary,endpoint,7ecd891828c80ffceb06213dec7377a095620f72bdab238df2731de71e4535b3,15,15,7574.366003084174,504.9577335389449,26191.830015420863,8885.848657798315,380,19,15,0,25,,True,5,72,1.2716940001701005,1.3435387999925297,346,331,34,16,2249.0000000000014,86.99999999999955,5238.366003084173,0.0,4,349,9.094947017729282e-13,True,943.0121947375768,2.074856830987301,f9aa82181ce846dba410190a3d0901a0c3a7a438727b5151d5d9662ca1db6339,394.66933537869954,26.311289025246595,1268.3466768935032,253.66933537870136,23,14,9,14,7,3,3,0,131.99999999999955,8.999999999999602,0.0,17
boundary_endpoint_10023,proxy_reuse_early_compact,10023,boundary,endpoint,00d8d3c772fd23704b86f7a5edef8964c2717d7e0688339e22e26f56e86f7345,10,10,7345.712495500191,734.571249550019,24118.56247750096,6212.302672377477,414,14,10,0,25,,True,2,53,0.8428347999579273,0.903738599998178,396,386,18,7,2460.000000000001,61.99999999999971,4823.71249550019,0.0,4,390,0.0,True,943.0121947375768,2.074856830987301,3db097473c62641f85c90615add83a4f3c6976b34d43232cc27c849e8a403e38,-21.655351078874446,-2.1655351078875356,-33.27675539436677,-6.655351078878084,-4,2,-6,2,-5,2,2,0,-20.99999999999909,5.999999999999616,0.0,-1
boundary_endpoint_10024,proxy_reuse_early_compact,10024,boundary,endpoint,9db99542cedff20386a9c77ba5927a0553b3421cdb280d46930c98ce94977a5f,13,13,7526.56617699777,578.9666289998285,26017.830884988853,9738.197707741983,380,15,13,0,25,,True,0,64,0.909955500101205,0.9671439999947324,354,341,26,12,2252.0000000000005,70.99999999999862,5203.56617699777,0.0,2,352,-9.094947017729282e-13,True,943.0121947375768,2.074856830987301,fafa18241ae5ad1905314411e3625d32498d62b468ccaf16dabbd2d76338d9f7,-620.6421084592557,-47.741700650712005,-3358.2105422962704,-671.6421084592557,9,13,-4,13,-1,-2,-2,0,57.000000000000455,-6.000000000001577,0.0,12
boundary_endpoint_10025,proxy_reuse_early_compact,10025,boundary,endpoint,a7ab685c8e2631a033a669e53d4949d73d03a6834a26bbd1a25dd35d60e930c4,13,13,7933.827801668026,610.2944462821558,26829.13900834013,9777.658571389473,422,14,13,0,25,,True,0,65,1.3311082997824997,1.4054977000050712,394,381,28,13,2499.9999999999995,68.00000000000094,5365.827801668028,0.0,1,390,-9.094947017729282e-13,True,943.0121947375768,2.074856830987301,10883a8cdf5893acf45995a03d29993822dda0ea247bb0acc2974ce4fd6df041,128.73500948087622,9.902693036990513,448.6750474043765,89.73500948087622,8,10,-2,10,0,-2,-2,0,45.00000000000182,-5.999999999999389,0.0,5
boundary_endpoint_10026,proxy_reuse_early_compact,10026,boundary,endpoint,e9405b719085b923bc90025e905498b9bb7a19c04e36db9f1374bbf0f6a8b46b,14,14,8692.528607448401,620.8949005320286,31732.64303724201,14168.624090513096,383,18,14,0,25,,True,2,72,1.6503124999871943,1.726880800008075,350,336,33,16,2263.999999999998,82.0,6346.528607448403,0.0,4,349,-1.8189894035458565e-12,True,943.0121947375768,2.074856830987301,acaaba1557bedb0599c7a59eb7b0829c5dada94af6251c9b7b337573d86ed5c6,1049.7365536251755,74.98118240179815,4898.68276812588,979.7365536251764,13,11,2,11,5,-1,-1,0,72.99999999999864,-3.000000000002103,-360.9442165239834,8
boundary_endpoint_10027,proxy_reuse_early_compact,10027,boundary,endpoint,522cbff0e8ddaf86a297a382509c80cf2f2d1e90a84b2f3683d6c644ee4fdc5c,10,10,7542.424791175818,754.2424791175819,25027.12395587909,6825.799442440568,417,15,10,0,25,,True,2,59,0.6859848001040518,0.7454760000109673,395,385,22,10,2471.999999999998,65.00000000000027,5005.424791175818,0.0,5,387,0.0,True,943.0121947375768,2.074856830987301,17b8c6c7205f6a7a6c0af307381f83505d1169875ef6ca056d3aed53b343d5a8,95.01766275578848,9.501766275578916,525.088313778946,105.01766275578666,-3,0,-3,0,-1,2,2,0,-16.00000000000182,6.000000000000568,0.0,-1
boundary_endpoint_10028,proxy_reuse_early_compact,10028,boundary,endpoint,690f2d77c84ae5d70a415c438f32c1f526aa9790fadbd9317581ebe362288ee5,11,11,8501.063482789186,772.8239529808351,29190.317413945908,11497.097505689091,437,15,11,0,25,,True,2,60,1.0292710999492556,1.1046444000094198,411,400,26,10,2596.000000000002,67.00000000000162,5838.063482789184,0.0,4,411,5.4569682106375694e-12,True,943.0121947375768,2.074856830987301,84d7b5caa1e60a18ac4fed32358142dbbdf30133c76eee8159eb03fefdb9d45f,619.5650409814516,56.32409463467741,3337.8252049072253,667.5650409814489,-8,-8,0,-8,-1,0,0,0,-47.99999999999818,1.6626700016786344e-12,0.0,-8
boundary_endpoint_10029,proxy_reuse_early_compact,10029,boundary,endpoint,f26539a151d32fa423e774fbeae960fb6210ea1c519745269ef352e5dfcc9f84,10,10,7910.619568598893,791.0619568598893,27668.09784299447,7997.135782400842,392,12,10,0,25,,True,0,59,0.9453716000425628,1.0049176999891642,369,359,23,11,2320.999999999999,56.00000000000036,5533.619568598892,1556.5469006881583,2,361,-9.094947017729282e-13,True,943.0121947375768,2.074856830987301,39d0e57167d4438867aba37f358cffd81ce28edf45d4e721e1fd5742a690f09e,282.9792585887453,28.297925858874464,1349.8962929437366,269.9792585887444,4,4,0,4,1,-1,-1,0,15.999999999998181,-2.9999999999997513,97.26807602508302,-4
boundary_endpoint_10030,proxy_reuse_early_compact,10030,boundary,endpoint,567524a9a98d4d48aaef374d585a7d81af12655d834914ea20e6597e114d5150,11,11,7334.757024120163,666.796093101833,23178.785120600816,5446.639896763032,444,13,11,0,25,,True,2,54,0.8844541000435129,0.9590829000226222,425,414,19,7,2638.000000000001,61.0,4635.757024120163,0.0,2,418,0.0,True,943.0121947375768,2.074856830987301,4f41d2c8674452078aaac7097cdbe1900935befe9afa199c7db493086038e57a,-297.0333251576276,-27.003029559784295,-1425.1666257881407,-285.0333251576294,-1,1,-2,1,1,-2,-2,0,-5.999999999998636,-6.000000000000227,0.0,-1
boundary_endpoint_10031,proxy_reuse_early_compact,10031,boundary,endpoint,4efacea04c79ba755208beb0446f1f2d423f1b8eb457c45cf3d59aee6f96f645,11,11,8172.332639396801,742.9393308542546,27451.66319698402,7923.204693691795,441,15,11,0,25,,True,1,60,0.7902524000382982,0.856031700008316,419,408,22,10,2614.999999999998,67.00000000000003,5490.332639396803,0.0,4,410,-2.7284841053187847e-12,True,943.0121947375768,2.074856830987301,c37ef5959a5aa4ab643315b7e016090669d11d105ec176d749b2b822882830a8,75.80085501543908,6.8909868195853505,449.0042750772118,89.80085501544272,-2,-1,-1,-1,3,0,0,0,-14.000000000001364,-5.542233338928781e-13,0.0,-4
boundary_endpoint_10032,proxy_reuse_early_compact,10032,boundary,endpoint,cceea0dcafe52e340e1cd3bb7e8f9435e9a49c43f6241a5387e02f2086c1fd7d,15,15,8247.131763737878,549.8087842491918,30070.6588186894,13109.111505831406,363,18,15,0,25,,True,2,69,1.3625915000739042,1.4328224000055343,334,319,29,13,2149.0,84.00000000000024,6014.131763737878,0.0,3,334,-1.8189894035458565e-12,True,943.0121947375768,2.074856830987301,c19e501ee4fda69d446d66100dd34fd88e96ae7115c924ed46b73f5decb85e0d,1030.7264089898745,68.71509393265825,3443.6320449493724,688.7264089898754,57,59,-2,59,0,1,1,0,339.0000000000016,2.999999999999133,-406.0631338571502,54
