variant,scene_id,seed,source_kind,error_mode,scenario_sha256,N,K,T,T_over_K,move_m,localization_move,n_measure,n_clear,n_clear_ok,n_optical_fallback,n_cover_visited,failure,all_certified,n_probe,n_replan,planner_wall_s,wall_s,discovery_measure,discovery_no_signal,refine_measure,refine_no_signal,measure_s,clear_s,movement_s,after_last_clear_s,failed_clears,switches,accounting_residual_s,full_success,certificate_max_distance_m,certificate_hull_margin_m,event_sha256
every_stop,directional_endpoint_10041,10041,directional,endpoint,a51ec24ec2af2727571aab3360bc3234f6a3d25c64761af081924e5942295262,13,13,9550.116381820964,734.6243370631511,24810.581909104825,9775.209862111255,758,18,13,0,25,,True,8,65,0.7906455999764148,0.9042883999936748,727,714,31,1,4507.999999999997,79.99999999999963,4962.116381820968,754.3052523996575,5,718,0.0,True,943.0121947375769,17.74943008678929,b161d34eb20273134a2aff96090ba81e2f81c99fa1c5454ee6d0435cb87582e2
baseline,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,7273.237676115079,519.5169768653628,28301.18838057539,12134.496442889547,260,17,14,0,25,,True,7,69,1.068276900012279,1.114588399999775,225,211,35,5,1534.0,79.00000000000024,5660.237676115079,461.33446181156523,3,234,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,f8ad71224e0fd875d177086ab98346f8e5edec2bafea3eb62223b12a098766bb
nearest,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,6996.213365736699,499.72952612405,26291.066828683503,13227.356101568588,281,18,14,0,25,,True,3,76,1.0180052000214346,1.0630002000252716,244,230,37,3,1656.0000000000014,81.99999999999866,5258.2133657366985,105.6471508376917,4,251,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,3bb8474dbaa9743329b6205ada133939e656df2cf97b8d72b5514b4acaf9d9c1
proxy_reuse_early_compact,directional_endpoint_10041,10041,directional,endpoint,a51ec24ec2af2727571aab3360bc3234f6a3d25c64761af081924e5942295262,13,13,7516.694243314015,578.2072494856934,27838.47121657007,11595.609581629658,313,23,13,0,25,,True,9,72,1.1169428999710362,1.1795043000020087,279,266,34,7,1854.0000000000002,95.00000000000037,5567.694243314014,368.30456511963075,10,289,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,6d726d1f2940cdf6bddb4cbb09b34ac7af20d2abad370fb7a0ed818153cbc92e
proxy_compact,directional_endpoint_10041,10041,directional,endpoint,a51ec24ec2af2727571aab3360bc3234f6a3d25c64761af081924e5942295262,13,13,7718.158297686912,593.7044844374548,28655.791488434545,12418.782750983366,320,24,13,0,25,,True,9,80,1.2375839001033455,1.2923346000025049,279,266,41,8,1889.0000000000007,98.00000000000264,5731.158297686911,368.30456511963075,11,289,3.637978807091713e-12,True,943.0121947375769,2.074856830987301,36e0a0c844792453cf9c677f65518e0f249b1ba811c5499f2bd46eee09c5d00f
early160,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,6993.171030549771,499.5122164678408,26240.855152748863,12144.339066300534,280,19,14,0,25,,True,6,71,0.9566179000539705,1.0106862999964505,246,232,34,5,1660.0,84.99999999999926,5248.171030549773,107.8243259777937,5,260,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,7694adabd4140a11655c60700388776953ef76aa29d5494be5743660af643442
reuse,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,6793.13245843267,485.22374703090503,24875.66229216334,11048.214120716235,293,19,14,0,25,,True,6,72,1.0802053000079468,1.1319474000192713,257,243,36,3,1733.0000000000025,85.0000000000004,4975.132458432668,107.8243259777937,5,268,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,e7783ae5d46d0848be32ebaa7684b921e626140e0b00afdaea53ced6be78243e
nearest_reuse,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,7042.784737837745,503.05605270269604,26523.923689188727,12672.30074235904,281,18,14,0,25,,True,3,76,1.0050855999288615,1.0487987000087742,244,230,37,3,1656.0000000000011,81.99999999999918,5304.784737837744,107.8243259777937,4,251,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,dada1896ba65b826ac9c64c58316abb0d59a16ccb85c298e6d8be0ab0b046e36
nearest_early,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,7167.241179520138,511.9457985371527,26741.205897600677,9845.224479172595,291,22,14,0,25,,True,7,74,0.8883581001427956,0.9467520999896806,256,242,35,3,1725.0000000000027,93.99999999999997,5348.241179520136,922.8239062786797,8,270,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,944593416ee0672a5b34605ffff51ca7b3633508a0ee10ec08bf73cd710ae9c1
reuse_early,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,7105.974866922265,507.56963335159037,26344.874334611322,12253.205541722364,296,17,14,0,25,,True,13,65,1.087398499745177,1.154392700002063,258,244,38,10,1758.000000000001,78.99999999999986,5268.974866922265,0.0,3,278,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,17d8eb04594c7698d893ee103badd81e7e4ae32451ecd3eb1b68dd1eaf1225bd
full,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,6439.765406963104,459.98324335450747,22863.827034815517,10080.41963347866,298,23,14,0,25,,True,11,72,1.040184800105635,1.0988969000172801,262,248,36,4,1770.0000000000023,96.9999999999998,4572.765406963104,107.8243259777937,9,280,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,f991a93d43edf63a83b6b3cebceeb56fe56f3ff2ec7c0a7ba636aa5bf80afd53
early120,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,6970.050872973999,497.8607766409999,26170.25436487,11643.691212430387,280,17,14,0,25,,True,4,71,1.0288577001192607,1.0809124000079464,246,232,34,5,1657.0000000000005,78.9999999999996,5234.050872973999,105.6471508376917,3,257,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,5df95ae61782879840ba98e669573b16ffd04e807d067099c97b48b580f8afcc
probe_strict,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,6812.741514434932,486.6243938882094,25033.70757217464,11500.232110141402,292,18,14,0,25,,True,4,73,1.1132271000533365,1.1579261000151746,257,243,35,2,1724.0000000000036,82.00000000000051,5006.741514434928,105.6471508376917,4,264,3.637978807091713e-12,True,943.0121947375769,17.74943008678929,402fc90c68e58ca91475ce9980ce0e11f7d398143a5772e3db52ebe3ff90efcb
probe_loose,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,7282.230140393593,520.1592957423994,28226.15070196796,11888.89853869044,264,17,14,0,25,,True,11,69,1.0851734000316355,1.1326753000030294,225,211,39,7,1558.0,78.99999999999993,5645.230140393594,461.33446181156523,3,238,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,7aadd255bdadad8cc229d1ba3b6674f1e268e8cba0d309410ebbd272eb1a0e7e
early220,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,7052.463886924009,503.74742049457205,26552.319434620043,10991.095994040525,277,22,14,0,25,,True,6,71,0.9180115000635851,0.9759797000151593,246,232,31,2,1647.9999999999998,94.00000000000082,5310.463886924009,104.95833713820957,8,263,0.0,True,943.0121947375769,17.74943008678929,89f59b2a21af71ea2a76da0df5f2329e6c6bb7946856cbe73060240bd262ae63
probe_off,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,7135.139238210878,509.6528027293484,26035.696191054376,11118.28655722552,310,21,14,0,25,,True,0,81,1.213674900092883,1.2545135999971535,274,260,36,3,1837.0000000000023,90.99999999999969,5207.139238210878,0.0,7,287,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,91f45dccdc72ac3fbfba4664afa004b33477d805a724afdf71c0d74f1e3cf9e1
center_route,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,7147.877045926303,510.5626461375931,26764.385229631516,10724.2972859702,287,23,14,0,25,,True,12,72,1.1062627999926917,1.1612894000136293,250,236,37,7,1698.000000000001,97.00000000000037,5352.8770459263005,110.7363159696024,9,263,0.0,True,943.0121947375769,17.74943008678929,c26d0fb9e0ddf90587d7a89734a215bd9aff358c168a8b913dd6a4541517e162
full_compact,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,6271.457565666126,447.9612546904376,22087.287828330624,9656.962028322818,296,22,14,0,25,,True,13,67,0.8480363001290243,0.9013399000104982,262,248,34,3,1760.0000000000018,93.99999999999969,4417.457565666127,0.0,8,280,1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,f1848948cace28aa759807ea042a8ade0910c329fc92b33e3c6ce867735992e9
finish_source,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,8685.422910856987,620.387350775499,34652.11455428494,17655.960844818157,286,20,14,0,25,,True,0,89,0.9516771999769844,0.9895902000134811,241,227,45,11,1667.0000000000005,87.99999999999973,6930.422910856988,1170.2396412262933,6,237,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,b32607ac267a65c9f0559e544233a70c16ffeb1ab3b57b0b74b03affaf32b167
compact,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,7264.882246917271,518.9201604940907,28199.41123458635,12837.981811412927,262,17,14,0,25,,True,8,70,1.0713843999546953,1.122122999979183,225,211,37,5,1546.0,79.0000000000005,5639.882246917272,447.94541159277196,3,236,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,0c75939b69df696ac1f30e240e9f0c2fe83b8828c7aacade04d26f05b58260b6
proxy_compact,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,6888.389076823736,492.02779120169544,25611.945384118688,9705.839511334174,282,21,14,0,25,,True,14,63,1.0531329998921137,1.109182599990163,250,236,32,3,1675.0000000000005,90.9999999999999,5122.389076823733,111.25389117442319,7,265,-1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,bbbbe8afeb0cf1b01ac2e468cc14dcaa269ba0deb538a6173b153fd4a258771e
proxy_reuse_early_compact,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,6867.841928751381,490.5601377679558,25534.209643756913,9897.499922255334,281,21,14,0,25,,True,14,61,1.062558699893998,1.1220083000080194,250,236,31,2,1670.0000000000002,90.99999999999999,5106.84192875138,111.25389117442319,7,265,-1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,14a43f9884da6229c6a621f057b7aa56d8d97117f46b3b72980e592705ae53b7
every_stop,directional_endpoint_10042,10042,directional,endpoint,cec8e4588789f8036d033b5b3209e5b902606a3fda5998ac9988a47085027d6e,14,14,9387.08627715372,670.5061626538371,22865.431385768617,9228.002062894713,793,23,14,0,25,,True,12,71,1.2997036998567637,1.4754060999839567,757,743,36,4,4716.999999999997,96.9999999999991,4573.086277153724,138.89286940976672,9,752,-3.637978807091713e-12,True,943.0121947375769,17.74943008678929,36ad795f7c0c6808a697d68b0b733092ce72136bbb0402349fca5ebbff69faf5
baseline,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7701.291421066366,592.4070323897205,27576.457105331832,12793.490636880408,356,18,13,0,25,,True,5,79,1.7527004999574274,1.8156742999854032,314,301,42,11,2106.0000000000005,79.99999999999986,5515.291421066366,0.0,5,326,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,70ec010621adb9534810b191cd7d136670dcba1f55219d82fad4e8394ed43756
nearest,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7409.794538209351,569.9841952468731,26453.972691046733,11671.771440886168,345,18,13,0,25,,True,4,81,1.386240900028497,1.4514893000014126,302,289,43,6,2039.0000000000048,80.00000000000081,5290.794538209348,323.27311051666766,5,314,4.547473508864641e-12,True,943.0121947375769,17.74943008678929,bdbcb0b0896511e49c5a3af8a4a5e1ae77cfc4828b0cfdfef26a0ece821567d4
early160,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7712.159103794726,593.2430079842097,27630.795518973635,13403.097629896925,355,20,13,0,25,,True,6,79,1.410778400109848,1.488886500010267,314,301,41,10,2100.0,86.00000000000017,5526.1591037947255,0.0,7,325,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,252e7b7eea28ce8c44812b39fc70b1450acb3599927271d03872431372bc20b5
nearest_early,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7378.119697375656,567.5476690288966,27035.598486878287,12817.655117526549,319,20,13,0,25,,True,5,76,1.2203539000765886,1.3011801999819,282,269,37,6,1884.9999999999982,86.00000000000001,5407.119697375658,0.0,7,290,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,7a1519036422901d9c5d874487eec9fc78ef17cd2b0e44fcaa41f4d1e9f1793f
nearest_reuse,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7385.902364819338,568.1463357553337,26364.511824096673,10387.865167213255,344,18,13,0,25,,True,6,78,1.537360600050306,1.6028333000140265,302,289,42,6,2033.0000000000039,80.00000000000075,5272.902364819335,323.27311051666766,5,313,3.637978807091713e-12,True,943.0121947375769,17.74943008678929,bfa3d48caccdf36f635da0b2945baed03b601868564ca6033fa5fb9a2ed6212e
reuse,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7748.087434773497,596.0067257518075,27545.437173867474,12619.73662744008,365,18,13,0,25,,True,8,77,1.735601100110216,1.8086123999964911,322,309,43,12,2158.9999999999995,80.00000000000087,5509.087434773495,0.0,5,334,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,ba58ae8b534deff89212bbd659c21d52e2e0045f46d46c249876bf135434e2b3
full,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7376.724253215378,567.4403271704136,27033.621266076898,12054.185320376944,319,20,13,0,25,,True,6,75,1.2857755001168698,1.3542204000113998,282,269,37,6,1883.9999999999986,86.00000000000001,5406.724253215379,0.0,7,289,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,f3a09f6aff9a421dec86f061ff4209c21e8d362fb4cafa8f8463147908b07b97
reuse_early,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7862.675909454671,604.8212238042054,28063.379547273355,13137.726197520853,366,20,13,0,25,,True,8,80,1.6654327999858651,1.7440893999882974,322,309,44,13,2164.0000000000005,86.00000000000007,5612.675909454669,0.0,7,334,0.0,True,943.0121947375769,17.74943008678929,86801a2791f14574a00e54bbf28623ef079340eb78262d4a545b2e0ef914a25d
probe_strict,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7386.788751037938,568.2145193106106,26323.94375518969,11655.339956213687,346,15,13,0,25,,True,5,71,1.252441499993438,1.3099644999892917,309,296,37,6,2051.000000000001,70.99999999999983,5264.788751037937,0.0,2,321,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,97775b6bf6b08d9e0fc4de956161d2c6266edee3ef4c16b07c296ae8b5e4300b
probe_loose,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7625.028218563439,586.5406321971876,27525.141092817197,13482.537383994655,346,16,13,0,25,,True,7,73,0.9167065998772159,0.9670607000007294,306,293,40,9,2045.9999999999986,74.00000000000082,5505.028218563439,80.3039152841593,3,316,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,d178fbae72ad0a8ccb23825879f7c1511cb21081e386632debafed15b787eeb6
probe_off,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7842.111768623795,603.239366817215,28515.55884311896,15353.395925373388,349,17,13,0,25,,True,0,82,1.4529882000933867,1.5037673999904655,308,295,41,10,2062.000000000001,77.00000000000117,5703.111768623794,0.0,4,317,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,6aff2a8f3a51368e642f02b3a5d384bc2ed9256a6715cd0c9e4fcbf22fc3d6b7
early120,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7641.64750897631,587.8190391520238,27293.237544881547,13065.492459129935,355,19,13,0,25,,True,6,78,1.0498696000722703,1.111209599999711,314,301,41,10,2100.0000000000005,83.00000000000045,5458.647508976309,0.0,6,325,0.0,True,943.0121947375769,17.74943008678929,ac9858aa8a8a4e09493d5ffd0990fb48c71df838ca31ac80645fa0fe4ce8c73c
center_route,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,6675.9412477514625,513.5339421347279,23819.706238757313,9074.849473425815,307,22,13,0,25,,True,12,65,0.924703699973179,0.9804143000219483,276,263,31,6,1820.0000000000014,91.99999999999946,4763.9412477514625,0.0,9,285,0.0,True,943.0121947375769,17.74943008678929,fc377df2739b152a676c1f163bb4058d70d37d6b1e5bac95b3408956bbc48821
early220,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7261.585832409736,558.5835255699797,27162.929162048702,13561.174055613888,294,22,13,0,25,,True,9,75,0.9982784999883734,1.0488952999876346,256,243,38,9,1736.9999999999982,91.99999999999949,5432.585832409737,0.0,9,267,-4.547473508864641e-12,True,943.0121947375769,17.74943008678929,2c9b7b6cc72c5e7c28a68a18e50d51b507ea2d5de23b9c73baafdd67b7205faf
finish_source,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,8880.1469341112,683.0882257008616,33315.734670556005,16501.579548224516,364,18,13,0,25,,True,0,86,0.9771100000943989,1.0254605000081938,320,307,44,12,2137.0000000000005,80.00000000000142,6663.1469341112,692.0414679471032,5,317,0.0,True,943.0121947375769,17.74943008678929,4add6800e31be8f01525ef9c0f67e806f6aae9c5e6f36afbea5f3e9216602f24
full_compact,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7187.303806722006,552.8695235940005,26151.51903361004,11552.644590195607,317,19,13,0,25,,True,6,72,0.9885410000861157,1.0445891999988817,282,269,35,4,1873.9999999999986,82.99999999999983,5230.303806722008,0.0,6,289,-1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,aee100d60b405233801d0fab204d439c19d590f666a93fb711fbe63c89aa1f93
nearest,directional_endpoint_10044,10044,directional,endpoint,b70e583c23f966b5281124d5af703da855e3691fe575f4445c5a9eace9484423,10,10,7497.03976107124,749.7039761071239,26560.198805356187,9583.03673534305,359,14,10,0,25,,True,3,63,0.548741800012067,0.5904313999926671,331,321,28,7,2123.0000000000023,62.000000000000554,5312.039761071239,232.0029787792664,4,328,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,fba2ac8c50c37dbc5d963b0d0f2817b162af40fd91c392790f0bc2ec0a3951b7
compact,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7489.818365735944,576.1398742873803,26624.09182867972,12613.247142595554,353,17,13,0,25,,True,5,75,1.322322000283748,1.3757219999970403,314,301,39,9,2088.000000000001,76.99999999999974,5324.818365735943,0.0,4,323,0.0,True,943.0121947375769,2.074856830987301,30f6989d911c8e56696722a6f49b68e033a67515694391c9c341e7a0bfc0eed8
every_stop,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,10349.97647727909,796.1520367137762,26359.882386395446,12165.065138684264,839,20,13,0,25,,True,7,71,0.9914013999223243,1.122583799995482,805,792,34,4,4992.0,86.00000000000163,5271.976477279087,601.6462999614505,7,797,0.0,True,943.0121947375769,17.74943008678929,66a4c60c7f53ee5cbd1815fe158e30302b49f555d516c8fdce102d2d88e4b0ef
proxy_compact,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,6919.808170288689,532.292936176053,24794.040851443446,11099.544852058045,313,27,13,0,25,,True,12,76,1.0905899002682418,1.1439449999888893,276,263,37,7,1854.0,106.9999999999996,4958.808170288688,193.94466490576633,14,289,0.0,True,943.0121947375769,2.074856830987301,f8aaea1eb3abe324f1919f5d7da5e8140ca1f2e06dbc450c42d061b77fa98740
baseline,directional_endpoint_10044,10044,directional,endpoint,b70e583c23f966b5281124d5af703da855e3691fe575f4445c5a9eace9484423,10,10,7659.502102128823,765.9502102128823,27642.510510644126,9586.119685034926,350,17,10,1,25,,True,4,77,1.1122929998964537,1.1777747000160161,308,298,42,6,2060.000000000001,70.99999999999957,5528.502102128822,1857.6508080127614,7,310,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,8adbd8cbaec8f708d26e75b818dc342f88abcd0b8073329084086bdd74946be7
proxy_reuse_early_compact,directional_endpoint_10043,10043,directional,endpoint,001a4f32d94191a4f0e6bc8f940b89bc9ef9bea6388da42053bed31e6d65ec54,13,13,7236.686208117326,556.6681698551789,26318.431040586627,12881.160599840598,315,27,13,0,25,,True,12,76,1.2747773000737652,1.3293114999833051,276,263,39,9,1866.0000000000005,106.99999999999991,5263.686208117324,193.94466490576633,14,291,0.0,True,943.0121947375769,2.074856830987301,84e638b3a6f902a2df8b9dc858a3d4af5590d93b781f234e64c6c557b0202bf2
nearest_early,directional_endpoint_10044,10044,directional,endpoint,b70e583c23f966b5281124d5af703da855e3691fe575f4445c5a9eace9484423,10,10,7509.414513130591,750.9414513130591,26632.072565652954,9651.652703430873,358,15,10,0,25,,True,3,63,0.5737981000274885,0.6364365000044927,331,321,27,7,2118.0000000000014,64.99999999999976,5326.4145131305895,231.7016663508366,5,328,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,b43266feb1e3509effeb52385050c2f2aad3c79743658ce62f14640b7d3b2071
